StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_9_TEXT,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q25_9_TEXT,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q39,Q30,Q31,Q31_5_TEXT,Q32,Q33,Q34,Q35,Q36,Q37,Q38
2021-08-20 18:20:46,2021-08-20 18:38:11,0,75.80.8.74,100,1044,1,2021-08-20 18:38:12,R_23dYBk89ANKzjuA,,,,,33.1165008544921875,-117.184600830078125,anonymous,EN,2015,2,2,6,"1,2,3,4,5",,"1,4,5,6",,"1,2",1,4,"1,2",4,"1,2","1,2,5,6",4,1,1,1,4,5,1,1,1,4,"1,3,4,6,7",,3,6,,8,5,8,7,6,,7,5,6,3,2,2,4,4,4,6,92078,1,,3,3,6,4,2,2,"I think there are better ways than protected areas. Data has shown that catch and release is a viable option. Specific seasons as well. The excuse that the can not be enforced is not backed by data, because MPAs can not be enforced. Recreational anglers follow regulations and want conservation. There are obviously going to be changes when an area is “off limits.”  The lack in faith that people want to do what is right is disheartening. I hope we can fish our local waters in a responsible manner without the need of “only doing it if it can be enforced.” "
2021-08-20 18:45:07,2021-08-20 18:54:10,0,68.8.142.59,100,543,1,2021-08-20 18:54:10,R_2BezUWhABpnpN2L,,,,,32.6916961669921875,-117.1150970458984375,anonymous,EN,2018,3,1,6,"1,2,3",,1,,"2,3",1,3,"1,2",2,"1,2","5,6","1,3,4",2,,,,5,1,1,1,4,"1,2,3,4,6,7,9",I'm now a commercial fisherman,2,2,1,8,6,7,7,2,1,7,5,5,3,5,6,6,5,7,4,92104,1,,4,6,4,3,2,1,
2021-08-20 19:31:02,2021-08-20 19:37:10,0,159.250.203.253,100,368,1,2021-08-20 19:37:10,R_Doe4yq2Kefv6RtT,,,,,41.3701019287109375,-72.23130035400390625,anonymous,EN,2018,1,2,6,"4,5",,"1,2,4,5,6,7",,"1,2",1,3,7,2,1,5,4,2,,,,,4,2,1,3,"1,3,4,7",,2,4,2,5,4,5,3,3,1,7,4,7,7,7,7,7,4,6,4,92118,1,,1,4,1,4,1,2,
2021-08-20 19:33:01,2021-08-20 19:39:05,0,47.148.43.163,100,363,1,2021-08-20 19:39:06,R_3PBGUq5z96UG4db,,,,,34.175994873046875,-118.9315948486328125,anonymous,EN,2019,1,1,5,4,,5,,"1,3",1,1,"1,2",1,"1,2","1,3,4","1,4",1,1,1,3,5,4,2,2,2,"1,2,3,4,6",,2,4,3,7,5,7,4,3,,5,6,5,6,6,4,4,4,5,5,91320,1,,5,5,8,4,2,2,
2021-08-20 19:17:07,2021-08-20 19:43:17,0,174.68.109.7,100,1569,1,2021-08-20 19:43:17,R_1GK54UOg01rAyGA,,,,,32.6916961669921875,-117.1150970458984375,anonymous,EN,The  first year it came out. I do not know the exaact timeframe,1,2,6,"1,2,3,4",,8,,2,1,5,"5,6",5,"5,6",,5,2,,,,5,1,1,2,4,"1,2,3,5,6,8",,1,1,,8,3,8,5,,,7,2,4,3,3,1,5,3,1,5,92071,1,,5,5,9,3,1,1,"I believe that california Dept of Fish and Wildlife has been doing a great job in managing our fisheries over the years. The stocks are just fine. Sizes are just fine. The MPA's only close down the best fishing areas in the state and will not contribute anything in a state where the fisheries are managed well. If the fisheries were not managed well, then maybe the MPA's would be effective. "
2021-08-20 20:11:06,2021-08-20 20:23:31,0,72.197.156.18,100,745,1,2021-08-20 20:23:32,R_2ZKWIcRF3iHuB9N,,,,,32.638702392578125,-117.08010101318359375,anonymous,EN,2017,1,2,6,1,,"5,6,7",,2,1,5,"1,2",2,"1,2","1,2,3,5","1,2,3,4",1,1,2,1,2,2,1,2,2,"4,5,6,7,9",California Department of Fish and Game Newsletter,4,,6,8,8,8,8,6,4,6,4,7,7,4,7,7,4,7,5,91911,1,,2,5,3,4,1,2,
2021-08-20 21:03:37,2021-08-20 21:22:14,0,47.153.29.84,100,1116,1,2021-08-20 21:22:15,R_2sZvVbLs8WRr90S,,,,,33.8303070068359375,-118.3795013427734375,anonymous,EN,2017,1,3,6,"1,2,3,4,5",,"1,2,3,5,6,7",,"1,2",1,4,7,6,"1,2","3,6","1,3",1,1,4,1,2,4,2,2,4,"1,5,6,7",,3,2,2,8,7,8,7,2,2,7,7,6,5,5,4,4,4,4,6,90503,1,,5,3,7,4,2,2,
2021-08-13 22:35:07,2021-08-13 22:35:32,0,47.208.99.135,5,24,0,2021-08-20 22:35:33,R_6sfddOLGO1PIU9P,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-20 23:44:59,2021-08-21 00:11:04,0,72.199.69.106,100,1565,1,2021-08-21 00:11:04,R_4TrV1lEybCptTc5,,,,,32.638702392578125,-117.08010101318359375,anonymous,EN,2019,1,2,6,"1,2,3,4,5,6",Calico bass sandbass,"2,3,5,7",,"1,2",1,2,"1,2",2,"1,2","1,2,5","1,4",1,2,1,1,5,3,1,2,3,"3,5,6,8",,3,,,1,1,1,1,,,7,7,5,6,6,6,7,5,6,6,91910,1,,6,2,5,4,2,2,
2021-08-21 00:42:51,2021-08-21 01:03:56,0,108.194.41.11,100,1264,1,2021-08-21 01:03:56,R_qPzsGwAU1ScH0Dn,,,,,36.6217041015625,-121.7935028076171875,anonymous,EN,2007 or 2008,1,4,3,"1,2,3,4,5",,"1,2,3,4,5,6,7",,"1,2,3",1,1,7,1,"1,2","1,2,3,4,5,6","1,2,3,4",1,1,1,1,5,4,1,1,3,"1,4",,2,3,2,8,7,6,7,3,2,7,7,7,7,7,7,7,3,6,6,93955,1,,2,3,4,3,2,2,
2021-08-21 01:02:39,2021-08-21 01:15:27,0,68.8.20.179,100,768,1,2021-08-21 01:15:27,R_eEXEh5jOwr6W4WB,,,,,33.19219970703125,-117.38520050048828125,anonymous,EN,,1,2,6,"1,2,3,6","To see how the research in the closed areas was being conducted. ","8,9","I learned how the MPAs were not based off of much science at all and most of them were created because of money. I was at many of the original meetings to oppose the establishment of the MPAs and here we are years later and the state has not stood true to their word. ","1,2",1,5,"5,6",5,"5,6",8,5,1,4,4,4,5,4,1,1,4,"6,9","DFW MEETINGS AND UPDATES AND ATTENDING DFW REGULATIONS PROPOSALS ",5,3,2,8,7,8,8,2,,5,5,2,2,5,1,3,1,1,7,92058,5,Apache attack helicopter (did you seriously ask what I “identify as”?),2,3,6,"1,3",1,1,
2021-08-14 08:32:31,2021-08-14 08:36:00,0,47.32.134.75,25,209,0,2021-08-21 08:36:01,R_1o5OguDNAW5Fvpa,,,,,,,anonymous,EN,2019,1,,4,"1,3",,9,haven't been on trip yet,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-21 11:55:24,2021-08-21 12:08:40,0,174.195.203.133,100,796,1,2021-08-21 12:08:41,R_1M0p6eWvqlXCMLA,,,,,34.0471954345703125,-117.4730987548828125,anonymous,EN,2010,1,2,6,"1,2,4",,"1,2,5",,1,1,5,"5,6",5,"5,6",8,5,1,4,4,4,5,1,1,1,4,"4,5,9",,4,8,,8,8,8,8,4,4,7,,4,7,5,5,4,,,,92037,1,,6,6,6,4,2,2,
2021-08-21 14:44:42,2021-08-21 14:57:29,0,99.187.123.201,100,767,1,2021-08-21 14:57:30,R_1lm0TuJceR9jjuO,,,,,35.4658050537109375,-120.66719818115234375,anonymous,EN,The first year,2,5,4,"1,2,3,4,5",,"1,5,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,2,3,4","1,3,4",1,1,4,1,5,1,1,1,2,"1,2,3,4,7",,7,7,6,8,7,8,7,7,6,7,6,7,7,5,6,6,5,7,6,93422,2,,4,6,4,3,2,2,
2021-08-21 16:07:16,2021-08-21 16:36:31,0,174.194.194.85,100,1754,1,2021-08-21 16:36:31,R_1erDnxbV1LN9Rl8,,,,,37.7584991455078125,-122.18560028076171875,anonymous,EN,2016,1,3,3,"1,4,5",,"1,2,3,4,5,6,7",,1,1,3,"1,2",1,"1,2","3,4,6","1,2,3,4",1,1,1,1,2,2,1,1,3,"1,2,3,6",,1,5,2,7,7,8,5,3,2,5,7,6,6,3,6,4,3,3,5,93833,1,,5,5,6,4,1,2,
2021-08-21 21:57:38,2021-08-21 22:03:48,0,104.179.212.77,100,369,1,2021-08-21 22:03:49,R_2fczvrRRBBulEIQ,,,,,37.7200927734375,-122.44139862060546875,anonymous,EN,2021,3,1,2,"1,2,3,4,5",,"1,4,6,7",,3,1,1,"1,2",1,2,"1,2,3,6","1,2,3,4",2,,,,3,1,1,2,1,"6,7",,7,3,6,4,4,5,4,5,2,6,7,7,6,7,7,6,5,6,3,94112,1,,2,5,1,3,2,2,
2021-08-21 23:39:42,2021-08-22 00:00:28,0,156.29.64.50,100,1246,1,2021-08-22 00:00:29,R_1rkzvmmicr7B6uJ,,,,,32.7637939453125,-117.06999969482421875,anonymous,EN,2017,1,2,6,"3,4",,"5,6",,"1,2",1,4,"5,6",4,"5,6",8,"3,4",1,4,4,4,1,1,1,1,3,"1,6",,4,1,2,7,5,6,5,1,1,7,7,6,3,2,3,7,4,5,4,92128,1,,4,5,9,1,1,2,
2021-08-22 04:49:27,2021-08-22 05:26:00,0,50.107.67.102,100,2192,1,2021-08-22 05:26:00,R_2BrMOiTNq983xIT,,,,,42.2725982666015625,-84.19010162353515625,anonymous,EN,2018,1,2,6,"1,2,3,4",,"2,3,5,6,7",,"1,2",1,3,7,3,7,"5,6","1,3,4",1,3,2,2,5,3,2,1,2,"1,5,6,7",,6,,,7,7,8,6,3,2,7,7,5,5,4,4,5,2,4,4,92026,1,,6,2,2,3,2,2,
2021-08-22 09:40:59,2021-08-22 10:03:25,0,172.56.39.81,100,1346,1,2021-08-22 10:03:25,R_ZxUBgWo9ZzUn6Kd,,,,,37.6735992431640625,-122.09439849853515625,anonymous,EN,2010,1,4,3,"1,3,4,5",,"1,5,8,9",I personally fish a lot so understand,"2,3",1,3,"1,2",3,"1,2","1,3,5,7",1,1,4,4,1,5,2,1,2,2,"1,3,6,8",,3,1,3,7,6,6,6,4,3,5,3,6,6,4,3,4,4,4,4,95014,1,,6,5,8,4,2,2,MPA location affects the abundance and size of catch. Presence of and abundance of local wild life and change in weather and natural circumstances have huge effect on number and size of catch within the MPA
2021-08-22 12:09:52,2021-08-22 12:20:15,0,172.90.113.193,100,623,1,2021-08-22 12:20:15,R_3L0SeIl0q1Cpa4M,,,,,33.7870941162109375,-117.8820953369140625,anonymous,EN,"Since the beginning ",1,3,6,"3,4",,"5,6",,"1,2",1,5,"1,2",5,"1,2",6,"3,4",1,1,4,4,5,1,1,1,3,"1,2,3,4,6,7",,2,4,,8,6,8,7,2,4,7,7,7,7,7,7,7,1,6,5,92866,1,,4,6,6,4,2,2,"Thank you "
2021-08-22 20:37:56,2021-08-22 21:01:09,0,172.58.35.59,100,1393,1,2021-08-22 21:01:10,R_1P29mcgzhPSfdhh,,,,,38.5879058837890625,-121.405303955078125,anonymous,EN,2020,3,1,3,"1,3,4,5",,"5,6,7",,1,2,1,"1,2",1,"1,2","1,2,3,5","1,2,3,4",1,1,1,3,5,2,1,2,2,"4,6,7",,3,6,4,8,5,7,5,6,3,1,6,6,5,7,7,4,4,,4,93907,1,,5,2,5,3,2,2,
2021-08-23 09:42:32,2021-08-23 09:48:54,0,12.235.42.2,100,381,1,2021-08-23 09:48:54,R_2uCjLiUKsjheb7G,,,,,38.330902099609375,-123.03730010986328125,anonymous,EN,2019?,3,1,2,"1,3,4",,8,,4,2,3,8,3,8,8,6,2,,,,,,4,2,3,6,,7,,,,,,,,,,,,,,,,,,,95405,4,,4,6,6,1,1,1,
2021-08-23 12:25:28,2021-08-23 12:32:08,0,208.87.235.180,100,399,1,2021-08-23 12:32:08,R_1rq3nkf5yenvwjH,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,2021,1,2,2,4,,5,,1,1,2,2,2,2,"1,3,4,6",1,1,4,4,4,5,1,2,1,4,"1,2,4,6",,1,4,4,7,7,8,6,4,2,6,6,7,6,5,6,6,4,7,7,92833,1,,2,5,5,1,1,2,
2021-08-23 14:57:37,2021-08-23 15:10:03,0,174.194.203.169,100,745,1,2021-08-23 15:10:03,R_10ZMReatSxYmMar,,,,,37.6735992431640625,-122.09439849853515625,qr,EN,2021,1,5,3,"3,4",,5,,1,1,1,1,1,2,3,"1,2,4",2,,,,5,1,2,2,5,9,,2,3,3,6,3,5,6,3,2,6,6,6,7,7,5,4,4,5,5,93955,1,,2,2,3,3,1,1,
2021-08-23 15:08:39,2021-08-23 15:43:19,0,216.100.95.241,100,2079,1,2021-08-23 15:43:19,R_1dhq2Rlw9GhLo90,,,,,33.61279296875,-117.662200927734375,anonymous,EN,2018,1,2,5,"1,2,3,4,5,6","I feel it is of critical importance to gain as much data as we can to help manage our fisheries. ","1,5,6,7",,"1,2,3",1,2,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",1,1,4,1,5,4,1,1,4,"1,2,3,4,5,6,7,8,9","Fishing Trade Shows ",3,4,2,8,5,8,7,3,1,7,6,7,5,6,7,7,4,6,5,92806,1,,5,3,7,3,1,2,"I believe that the establishment of MPAs is important to conserve and study the natural resources of our ocean. I do however suggest that a greater amount of input from the angling public should be taken into consideration before arbitrarily setting boundaries and imposing strict limitations.  Thank you. "
2021-08-12 12:33:01,2021-08-16 15:59:10,0,12.235.42.3,3,357969,0,2021-08-23 15:59:11,R_3243r0Gsu9dGs3c,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23 16:06:24,2021-08-23 16:17:12,0,157.131.159.206,100,648,1,2021-08-23 16:17:13,R_0jiDe6lGmF5GtHP,,,,,38.247802734375,-122.61920166015625,anonymous,EN,2015,2,2,2,"1,2,3,4,5",,"4,5,6,7",,"1,2",1,1,"1,2",1,2,"1,3,4","1,2,3,4",2,,,,5,4,1,1,2,"1,4,6,7",,3,3,4,4,6,6,5,6,2,6,6,7,5,7,7,7,3,6,6,95401,1,,2,5,4,3,2,1,
2021-08-16 16:45:34,2021-08-16 16:49:02,0,174.194.133.236,55,207,0,2021-08-23 16:49:02,R_1OGOk9yEb4Zug9c,,,,,,,anonymous,EN,2021,3,1,3,"1,2,3,4,5",,"5,6,7",,1,1,1,"1,2",1,"1,2","1,2,3,5","1,3,4",1,1,1,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16 18:25:49,2021-08-16 18:25:57,0,47.208.14.130,3,7,0,2021-08-23 18:26:01,R_2aQuJ21zV7oIqww,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-24 08:46:34,2021-08-24 08:58:34,0,72.197.45.49,100,719,1,2021-08-24 08:58:35,R_1joIk1X7dDMPCHv,,,,,33.20770263671875,-117.34799957275390625,anonymous,EN,about 2018???,1,2,6,"1,2,4,6",To see the if MPAs are working.,7,,1,1,4,1,2,1,"3,6","1,4",1,1,4,1,5,5,2,2,3,"5,6",,3,5,2,7,5,8,7,4,1,6,6,4,5,4,3,4,4,4,5,92054,1,,5,5,8,4,2,2,
2021-08-24 08:51:01,2021-08-24 09:09:14,0,108.221.218.184,100,1093,1,2021-08-24 09:09:14,R_2qyiqpsvbXncLpG,,,,,32.784698486328125,-117.02030181884765625,anonymous,EN,March 2013 with Lyall and Devon,1,3,6,3,,"1,4,5,6",,"1,2,3",1,4,"1,2",3,"1,2","3,5",1,1,1,4,1,5,1,2,1,4,"1,3,4",,2,3,1,8,7,8,5,4,1,7,6,6,7,7,7,5,5,6,5,,1,,6,4,6,4,2,2,
2021-08-24 09:31:46,2021-08-24 09:41:55,0,174.194.206.32,100,609,1,2021-08-24 09:41:55,R_1rfCcihR3aiS3ok,,,,,37.9833984375,-122.0312042236328125,anonymous,EN,2020,4,2,6,6,"To learn about the research being done. ","5,7",,1,1,1,1,1,1,"1,2,3,4",1,2,,,,3,4,1,1,3,9,School,2,6,2,8,3,7,4,3,,7,7,7,7,7,7,7,3,7,5,95060,1,,1,5,7,3,2,2,
2021-08-24 09:30:32,2021-08-24 09:45:08,0,47.145.124.221,100,876,1,2021-08-24 09:45:08,R_3flO9xXGl3QAMxL,,,,,33.8665008544921875,-118.066802978515625,anonymous,EN,"Not sure...however, I was involved from ""day 1""...the very first year",1,4,6,"1,2,3,4,5,6","Meeting fellow ""fishermen scientists""","5,7,9","Unless properly managed, our fisheries are doomed!!","1,2,3",1,6,1,1,"1,2","1,2,3","1,2,4",1,1,1,1,5,2,2,2,2,"1,2,3,4,7",,4,7,4,8,8,8,7,7,6,7,7,6,5,4,7,7,4,4,6,90703,1,,6,4,7,4,1,1,
2021-08-24 13:35:47,2021-08-24 13:40:30,0,24.7.35.57,100,283,1,2021-08-24 13:40:30,R_3qKj7c1vXdgrQFs,,,,,37.554901123046875,-122.2707977294921875,anonymous,EN,2021,4,1,2,"1,2",,"1,6",,1,1,1,1,1,1,3,1,2,,,,2,1,1,2,3,"4,5,6,7",,7,2,4,,,,,,,,,,,,,,,,,94112,2,,2,5,4,3,2,2,
2021-08-24 13:42:26,2021-08-24 13:47:49,0,216.109.15.130,100,322,1,2021-08-24 13:47:49,R_XKWQPsNcfjrJpyF,,,,,30.2570037841796875,-88.10500335693359375,anonymous,EN,2019,3,2,2,"1,5,6",to hang out with friends,"1,4,6",,1,1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",1,3,3,3,5,3,1,1,4,"2,4,5,6,7",,3,,2,7,6,5,6,4,1,7,6,7,7,6,7,7,5,6,4,36582,2,,1,5,1,3,2,2,
2021-08-24 13:38:30,2021-08-24 13:54:08,0,69.42.5.79,100,937,1,2021-08-24 13:54:08,R_2TnHaSPCjMOfbJ7,,,,,37.954498291015625,-121.97589874267578125,anonymous,EN,2021,4,1,3,"1,2",,1,,2,1,1,"1,2",1,"1,2","1,2,5",1,2,,,,4,4,1,2,2,"2,3,6",,3,1,1,8,6,8,7,6,1,7,7,7,7,6,7,6,6,7,5,94521,1,,4,5,7,3,2,2,
2021-08-24 13:42:47,2021-08-24 13:56:07,0,24.7.156.132,100,800,1,2021-08-24 13:56:08,R_2zowM1l06OlVvtL,,,,,38.4062957763671875,-121.4286956787109375,anonymous,EN,2018,1,2,2,"3,4",,"4,5",,"1,2",1,2,"1,2",1,"1,2","1,2,3,5,6","1,4",1,1,2,2,5,2,1,1,3,"1,6,7",,4,2,4,8,8,8,4,2,1,7,5,7,7,7,7,5,2,2,5,95624,1,,6,5,6,3,2,2,
2021-08-24 13:58:53,2021-08-24 14:11:44,0,174.208.160.158,100,771,1,2021-08-24 14:11:45,R_PuIReiugsx5MGl3,,,,,38.6638946533203125,-121.33879852294921875,anonymous,EN,2019,3,2,2,"3,4,5",,"1,4,5,6,7",,1,2,1,2,1,2,"1,2,3,4,5","1,3,4",1,1,1,4,5,,1,1,1,"4,6",,4,1,1,8,3,1,7,3,1,7,7,7,7,7,7,7,7,7,6,95616,1,,1,5,1,2,2,2,
2021-08-24 14:57:07,2021-08-24 15:08:30,0,208.87.233.201,100,682,1,2021-08-24 15:08:30,R_wZeAW6c0tyVq7rb,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,2021,3,1,2,3,,9,"I learned that staff really need to develop better trainings for our CCFRP folks prior to sending them out on a commercial vessel. Training in handling fish, fish ID etc needs to be completed before the sampling events. I beleive this is required in the scientific collecting permit, those conditions need to be followed and trainings completed so the fish are released properly and data is clean.",1,1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",2,,,,5,4,1,1,3,9,CDFW,3,3,2,8,2,5,7,3,,6,6,6,6,6,7,7,3,6,6,95620,1,,2,5,4,2,2,1,
2021-08-24 16:05:58,2021-08-24 16:11:06,0,174.50.166.89,100,308,1,2021-08-24 16:11:07,R_3GeQmu7BNTbVP3P,,,,,38.68890380859375,-121.2263031005859375,anonymous,EN,2017,1,2,2,"1,2,3",,"3,6",,3,1,2,"1,2",1,"1,2","1,2","1,4",1,4,2,4,5,3,1,1,3,"1,2,6",,3,2,4,8,7,7,7,5,2,7,7,6,7,4,7,6,3,3,4,85254,1,,4,6,8,"2,3",2,2,
2021-08-24 15:39:15,2021-08-24 16:18:48,0,172.113.224.4,100,2372,1,2021-08-24 16:18:49,R_2AG2vmNhOAzCbsT,,,,,34.037994384765625,-118.45439910888671875,anonymous,EN,2007,1,5,3,"3,4,5,6","Engage in mpa science, conservation","1,2,4,5,6,7,9",Working together to achieve conservation goal,"1,2,3",1,1,"1,2",1,"1,2","1,4,5,6,7","1,2,4",1,1,1,1,5,4,1,1,4,"1,2,3,6,8,9,10",Scientific journals,2,3,5,8,7,8,7,6,3,7,5,7,6,5,6,5,3,3,7,94610,1,,6,5,1,"1,3",1,2,MPAs are needed as a way of supporting intact ecosystems and fish populations. They present study opportunities in many ways in science and management.
2021-08-24 16:36:22,2021-08-24 16:58:13,0,12.203.94.10,100,1310,1,2021-08-24 16:58:13,R_2EbmfOxvrs8jZ2D,,,,,38.251007080078125,-122.97039794921875,anonymous,EN,2019,3,1,2,"2,4",,"5,6",,1,1,5,"1,2",5,"1,2","1,2,3,5,6",5,1,1,1,1,5,1,2,2,3,9,Employment in Mari culture,5,2,1,8,7,8,7,4,1,7,6,4,6,7,7,7,4,4,4,94929,1,,5,5,7,2,1,2,"MPAS have put additional pressure on resources.  The fishing pressure that would normally be distributed throughout an area that now has a MLPA has caused smaller fish due to constant pressure. After this many years, MLPA,s should be opened to allow access for fishing/ diving as was promised."
2021-08-24 21:34:59,2021-08-24 22:03:50,0,67.172.165.30,100,1730,1,2021-08-24 22:03:50,R_3iJdMh7VPrkGyqf,,,,,38.760894775390625,-121.2866973876953125,qr,EN,2013,1,5,3,"1,3,4,5",,"5,6",,"1,2,3",1,4,"1,2",3,2,5,"1,2,3,4",1,1,4,4,1,1,2,2,4,"1,6,8",,2,4,,8,2,5,2,,,6,6,6,3,7,6,6,2,4,6,95678,1,,5,5,7,4,2,2,"Questions 18 and 26 are different. "
2021-08-17 23:34:53,2021-08-17 23:35:35,0,24.130.222.75,5,42,0,2021-08-24 23:35:39,R_5bzT5HPggHMC53P,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-25 07:11:17,2021-08-25 07:23:42,0,104.220.221.241,100,745,1,2021-08-25 07:23:43,R_2PtZvEEbVxdFeUS,,,,,38.5294952392578125,-121.96829986572265625,anonymous,EN,2018,1,2,2,"1,3,4,5",,"1,5,6,7",,"1,2",1,3,1,1,"1,2","1,2,3,4,5","1,3,4",1,1,1,3,1,1,2,2,2,"1,2,6",,3,2,3,8,6,7,5,4,,6,7,7,6,4,6,6,4,7,5,95694,1,,5,3,7,4,2,2,
2021-08-25 09:04:52,2021-08-25 09:24:33,0,12.178.51.2,100,1180,1,2021-08-25 09:24:33,R_DLUmCU1b5UuhHfb,,,,,37.523406982421875,-120.8516998291015625,anonymous,EN,2015,3,1,2,6,To learn about what you are studying and a free fishing trip.,7,,"1,2",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",2,,,,5,4,2,1,3,9,I'm a fisheries biologist and am privy to volumes of information.,3,2,4,8,6,8,4,7,2,7,7,7,5,5,6,6,2,7,4,95380,1,,5,5,6,1,1,1,"The more we know, the better suited we are to manage."
2021-08-25 12:51:29,2021-08-25 13:05:58,0,98.36.129.23,100,869,1,2021-08-25 13:05:59,R_UQM88ImGLRQbmJH,,,,,38.481903076171875,-121.40240478515625,anonymous,EN,2019,1,2,2,"2,3,4",,"5,7,9",Value of MPA's to fisheries,,1,2,"1,2",1,"1,2","3,4,5","1,2,4",1,1,1,1,5,3,1,1,4,"2,6,9",Personal Observation,3,7,4,8,8,8,8,6,2,7,3,4,6,4,7,7,1,6,"7.  I have fished, dived, hiked, and camped, for my whole life and believe in the interconnectness of all things. ",95831,1,,6,5,7,"2,3",2,2,
2021-08-25 13:19:58,2021-08-25 13:38:04,0,69.62.196.92,100,1085,1,2021-08-25 13:38:05,R_QbpaxEskMXjSbpn,,,,,38.4062957763671875,-121.4286956787109375,anonymous,EN,2018,1,2,2,4,,"2,4,6",,"1,3",1,4,"1,2",2,2,"3,6",4,1,2,1,1,5,2,2,2,3,"6,7",,3,2,4,8,6,7,7,5,1,7,5,6,5,6,6,5,4,4,4,95757,1,,5,4,6,4,2,2,
2021-08-25 16:38:01,2021-08-25 16:46:47,0,128.111.103.200,100,525,1,2021-08-25 16:46:47,R_WqThZEoc4YMl9Lj,,,,,34.4373016357421875,-119.83409881591796875,anonymous,EN,2017,1,5,5,"1,2,3,4",,"5,6",,"1,2,3",1,2,"1,2",1,"1,2","1,3,5,6","1,2,3,4",1,1,3,1,5,4,1,1,4,"1,4,6",,2,3,2,8,5,7,6,2,2,6,4,5,6,6,4,5,3,2,5,93117,4,,2,5,2,1,1,2,
2021-08-25 17:11:42,2021-08-25 17:20:27,0,102.129.145.183,100,524,1,2021-08-25 17:20:27,R_yCM4r9vUfharDXz,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,2018,3,2,2,"1,2,3,4,5",,"1,4,5,6,7",,1,2,6,"1,2",6,"1,2",5,"1,2,3,4",1,1,1,1,1,1,4,2,1,"6,7,10",,7,2,3,8,4,7,6,5,1,6,6,7,6,6,7,7,6,5,6,94112,2,,1,5,8,4,2,2,
2021-08-26 12:48:23,2021-08-26 13:06:47,0,97.93.16.240,100,1104,1,2021-08-26 13:06:48,R_3s1wEjQYdrst0Nl,,,,,35.4658050537109375,-120.66719818115234375,anonymous,EN,2012,3,2,4,"2,3,4,5",,"1,4,5,6",,1,1,3,1,2,1,"3,5","1,4",1,1,1,4,5,2,2,2,2,"2,5,6,7",,1,1,2,8,5,8,6,2,1,5,2,3,6,4,2,5,2,2,5,93422,1,,3,4,7,4,2,2,
2021-08-26 12:58:12,2021-08-26 13:16:03,0,68.249.41.245,100,1070,1,2021-08-26 13:16:04,R_oXESkPd2RZwEBuV,,,,,35.03070068359375,-120.49720001220703125,anonymous,EN,2013,1,5,4,"1,2,3,4,5",,"1,2,4,5,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,3,6","1,3,4",1,1,1,3,5,4,1,1,3,"1,3,8",,3,5,5,8,7,8,6,6,2,7,6,7,7,6,7,6,4,6,6,93444,1,,5,6,3,3,2,2,
2021-08-19 15:41:31,2021-08-19 15:41:45,0,107.77.214.114,5,13,0,2021-08-26 15:41:46,R_1nOQWC4wqTEFDQi,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19 15:58:48,2021-08-19 15:59:06,0,98.47.50.90,5,18,0,2021-08-26 15:59:08,R_3O9AYNNmVkkNgZZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
